mpnn,bb,seq,count,B1,B2,B3
v7,83,8,3,2,0,1
v7,83,9,2,1,0,1
v7,84,0,1,1,0,0
v7,84,1,0,0,0,0
v7,84,2,1,1,0,0
v7,84,3,0,0,0,0
v7,84,4,0,0,0,0
v7,84,5,0,0,0,0
v7,84,6,1,1,0,0
v7,84,7,0,0,0,0
v7,84,8,0,0,0,0
v7,84,9,0,0,0,0
v7,85,0,1,1,0,0
v7,85,1,0,0,0,0
v7,85,2,0,0,0,0
v7,85,3,0,0,0,0
v7,85,4,0,0,0,0
v7,85,5,0,0,0,0
v7,85,6,0,0,0,0
v7,85,7,0,0,0,0
v7,85,8,0,0,0,0
v7,85,9,2,0,2,0
v7,86,0,1,1,0,0
v7,86,1,1,1,0,0
v7,86,2,0,0,0,0
v7,86,3,2,1,0,1
v7,86,4,0,0,0,0
v7,86,5,1,0,1,0
v7,86,6,2,2,0,0
v7,86,7,0,0,0,0
v7,86,8,1,0,1,0
v7,86,9,0,0,0,0
v7,87,0,1,1,0,0
v7,87,1,1,1,0,0
v7,87,2,0,0,0,0
v7,87,3,2,1,1,0
v7,87,4,3,1,2,0
v7,87,5,1,1,0,0
v7,87,6,1,1,0,0
v7,87,7,1,1,0,0
v7,87,8,1,1,0,0
v7,87,9,1,1,0,0
v7,88,0,0,0,0,0
v7,88,1,0,0,0,0
v7,88,2,3,3,0,0
v7,88,3,0,0,0,0
v7,88,4,1,0,1,0
v7,88,5,1,1,0,0
v7,88,6,1,0,0,1
v7,88,7,1,1,0,0
v7,88,8,3,1,0,2
v7,88,9,0,0,0,0
v7,89,0,0,0,0,0
v7,89,1,0,0,0,0
v7,89,2,2,0,1,1
v7,89,3,0,0,0,0
v7,89,4,0,0,0,0
v7,89,5,0,0,0,0
v7,89,6,0,0,0,0
v7,89,7,2,1,0,1
v7,89,8,0,0,0,0
v7,89,9,2,1,1,0
v7,90,0,1,1,0,0
v7,90,1,2,2,0,0
v7,90,2,0,0,0,0
v7,90,3,0,0,0,0
v7,90,4,1,0,1,0
v7,90,5,2,0,2,0
v7,90,6,2,2,0,0
v7,90,7,0,0,0,0
v7,90,8,0,0,0,0
v7,90,9,0,0,0,0
v7,91,0,0,0,0,0
v7,91,1,1,1,0,0
v7,91,2,3,1,0,2
v7,91,3,0,0,0,0
v7,91,4,2,1,1,0
v7,91,5,1,0,0,1
v7,91,6,3,1,2,0
v7,91,7,2,0,2,0
v7,91,8,2,0,0,2
v7,91,9,0,0,0,0
v7,92,0,0,0,0,0
v7,92,1,0,0,0,0
v7,92,2,0,0,0,0
v7,92,3,0,0,0,0
v7,92,4,0,0,0,0
v7,92,5,0,0,0,0
v7,92,6,0,0,0,0
v7,92,7,2,1,0,1
v7,92,8,2,1,1,0
v7,92,9,0,0,0,0
v7,93,0,1,1,0,0
v7,93,1,0,0,0,0
v7,93,2,0,0,0,0
